Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,700696,-,-,-,41.73,-96.86,-6,437,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2008,1,1,0,0,-7.6000000000000005,0,0,0,6.300000000000001,0.0000,0.0000
2008,1,1,0,30,-7.9,0,0,0,6.800000000000001,0.0000,0.0000
2008,1,1,1,0,-8.200000000000001,0,0,0,7.300000000000001,0.0000,0.0000
2008,1,1,1,30,-8.700000000000001,0,0,0,7.2,0.0000,0.0000
2008,1,1,2,0,-9.200000000000001,0,0,0,7.1000000000000005,0.0000,0.0000
2008,1,1,2,30,-9.8,0,0,0,6.6000000000000005,0.0000,0.0000
2008,1,1,3,0,-10.4,0,0,0,6.1000000000000005,0.0000,0.0000
2008,1,1,3,30,-11.100000000000001,0,0,0,5.4,0.0000,0.0000
2008,1,1,4,0,-11.9,0,0,0,4.800000000000001,0.0000,0.0000
2008,1,1,4,30,-12.600000000000001,0,0,0,4.6000000000000005,0.0000,0.0000
2008,1,1,5,0,-13.3,0,0,0,4.3,0.0000,0.0000
2008,1,1,5,30,-13.3,0,0,0,4.7,0.0000,0.0000
2008,1,1,6,0,-13.200000000000001,0,0,0,5,0.0000,0.0000
2008,1,1,6,30,-12.8,0,0,0,5.300000000000001,0.0000,0.0000
2008,1,1,7,0,-12.4,0,0,0,5.7,0.0000,0.0000
2008,1,1,7,30,-12.100000000000001,0,0,0,6,0.0000,0.0000
2008,1,1,8,0,-11.8,0,0,0,6.300000000000001,0.0000,0.0000
2008,1,1,8,30,-11.5,27,494,69,6.800000000000001,0.0000,0.0000
2008,1,1,9,0,-11.200000000000001,41,665,146,7.300000000000001,0.0000,0.0000
2008,1,1,9,30,-11.100000000000001,52,767,224,7.5,10.7823,8.2558
2008,1,1,10,0,-11.100000000000001,61,829,296,7.7,14.6735,11.3059
2008,1,1,10,30,-11,67,874,359,7.7,18.2992,14.1621
2008,1,1,11,0,-11,72,903,410,7.6000000000000005,21.3516,16.5722
2008,1,1,11,30,-10.9,75,922,447,7.6000000000000005,23.6222,18.3674
2008,1,1,12,0,-10.8,77,934,471,7.6000000000000005,25.1038,19.5385
2008,1,1,12,30,-10.700000000000001,78,938,479,7.6000000000000005,25.6056,19.9355
2008,1,1,13,0,-10.600000000000001,78,933,472,7.6000000000000005,25.1665,19.5881
2008,1,1,13,30,-10.700000000000001,76,922,449,7.5,23.7446,18.4640
2008,1,1,14,0,-10.8,74,899,412,7.5,21.4791,16.6735
2008,1,1,14,30,-10.9,69,869,362,7.5,18.4806,14.3056
2008,1,1,15,0,-11,63,823,300,7.5,14.8994,11.4837
2008,1,1,15,30,-11.200000000000001,55,757,228,7.300000000000001,10.9923,8.4201
2008,1,1,16,0,-11.4,44,658,150,7.1000000000000005,0.0000,0.0000
2008,1,1,16,30,-11.700000000000001,29,493,73,6.7,0.0000,0.0000
2008,1,1,17,0,-12.100000000000001,0,0,0,6.300000000000001,0.0000,0.0000
2008,1,1,17,30,-12.5,0,0,0,5.9,0.0000,0.0000
2008,1,1,18,0,-12.9,0,0,0,5.5,0.0000,0.0000
2008,1,1,18,30,-13.600000000000001,0,0,0,5,0.0000,0.0000
2008,1,1,19,0,-14.4,0,0,0,4.5,0.0000,0.0000
2008,1,1,19,30,-15.100000000000001,0,0,0,4.1000000000000005,0.0000,0.0000
2008,1,1,20,0,-15.8,0,0,0,3.7,0.0000,0.0000
2008,1,1,20,30,-16.1,0,0,0,3.6,0.0000,0.0000
2008,1,1,21,0,-16.5,0,0,0,3.5,0.0000,0.0000
2008,1,1,21,30,-16.6,0,0,0,3.5,0.0000,0.0000
2008,1,1,22,0,-16.7,0,0,0,3.4000000000000004,0.0000,0.0000
2008,1,1,22,30,-16.8,0,0,0,3.4000000000000004,0.0000,0.0000
2008,1,1,23,0,-16.900000000000002,0,0,0,3.4000000000000004,0.0000,0.0000
2008,1,1,23,30,-17,0,0,0,3.4000000000000004,0.0000,0.0000
2008,1,2,0,0,-17.1,0,0,0,3.4000000000000004,0.0000,0.0000
2008,1,2,0,30,-17.2,0,0,0,3.4000000000000004,0.0000,0.0000
2008,1,2,1,0,-17.3,0,0,0,3.3000000000000003,0.0000,0.0000
2008,1,2,1,30,-17.400000000000002,0,0,0,3.2,0.0000,0.0000
