Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,700696,-,-,-,41.73,-96.86,-6,437,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,1,0,0,-0.7000000000000001,0,0,0,5.4,0.0000,0.0000
1998,1,1,0,30,-0.6000000000000001,0,0,0,5.7,0.0000,0.0000
1998,1,1,1,0,-0.5,0,0,0,5.9,0.0000,0.0000
1998,1,1,1,30,-0.4,0,0,0,6.1000000000000005,0.0000,0.0000
1998,1,1,2,0,-0.2,0,0,0,6.300000000000001,0.0000,0.0000
1998,1,1,2,30,-0.2,0,0,0,6.2,0.0000,0.0000
1998,1,1,3,0,-0.2,0,0,0,6,0.0000,0.0000
1998,1,1,3,30,-0.1,0,0,0,6.1000000000000005,0.0000,0.0000
1998,1,1,4,0,-0.1,0,0,0,6.2,0.0000,0.0000
1998,1,1,4,30,-0.2,0,0,0,5.800000000000001,0.0000,0.0000
1998,1,1,5,0,-0.30000000000000004,0,0,0,5.4,0.0000,0.0000
1998,1,1,5,30,-0.5,0,0,0,5.300000000000001,0.0000,0.0000
1998,1,1,6,0,-0.6000000000000001,0,0,0,5.1000000000000005,0.0000,0.0000
1998,1,1,6,30,-0.8,0,0,0,5.1000000000000005,0.0000,0.0000
1998,1,1,7,0,-1,0,0,0,5.1000000000000005,0.0000,0.0000
1998,1,1,7,30,-0.9,0,0,0,4.9,0.0000,0.0000
1998,1,1,8,0,-0.8,0,0,0,4.800000000000001,0.0000,0.0000
1998,1,1,8,30,-0.1,31,0,31,4.6000000000000005,0.0000,0.0000
1998,1,1,9,0,0.6000000000000001,29,664,134,4.4,0.0000,0.0000
1998,1,1,9,30,1.6,35,760,206,4.2,9.9159,7.5924
1998,1,1,10,0,2.5,38,825,272,4,13.4837,10.3892
1998,1,1,10,30,3.6,41,873,333,3.9000000000000004,16.9755,13.1378
1998,1,1,11,0,4.800000000000001,43,902,381,3.8000000000000003,19.8447,15.4029
1998,1,1,11,30,5.7,44,920,415,3.6,21.9346,17.0555
1998,1,1,12,0,6.7,45,931,437,3.4000000000000004,23.2969,18.1326
1998,1,1,12,30,7.4,45,934,445,3.1,23.7933,18.5250
1998,1,1,13,0,8.200000000000001,45,931,438,2.9000000000000004,23.3605,18.1830
1998,1,1,13,30,8.200000000000001,44,921,418,2.5,22.1138,17.1967
1998,1,1,14,0,8.3,43,904,384,2.1,20.0277,15.5476
1998,1,1,14,30,7.2,41,876,337,1.7000000000000002,17.2120,13.3245
1998,1,1,15,0,6,38,836,279,1.4000000000000001,13.8628,10.6856
1998,1,1,15,30,4.4,34,783,214,1.5,10.3210,7.9066
1998,1,1,16,0,2.7,29,691,142,1.7000000000000002,0.0000,0.0000
1998,1,1,16,30,1.8,21,539,69,1.8,0.0000,0.0000
1998,1,1,17,0,0.9,0,0,0,2,0.0000,0.0000
1998,1,1,17,30,0.8,0,0,0,2.1,0.0000,0.0000
1998,1,1,18,0,0.7000000000000001,0,0,0,2.2,0.0000,0.0000
1998,1,1,18,30,0.7000000000000001,0,0,0,2.4000000000000004,0.0000,0.0000
1998,1,1,19,0,0.6000000000000001,0,0,0,2.5,0.0000,0.0000
1998,1,1,19,30,0.6000000000000001,0,0,0,2.7,0.0000,0.0000
1998,1,1,20,0,0.5,0,0,0,2.8000000000000003,0.0000,0.0000
1998,1,1,20,30,0.5,0,0,0,3,0.0000,0.0000
1998,1,1,21,0,0.4,0,0,0,3.1,0.0000,0.0000
1998,1,1,21,30,0.4,0,0,0,3.3000000000000003,0.0000,0.0000
1998,1,1,22,0,0.30000000000000004,0,0,0,3.5,0.0000,0.0000
1998,1,1,22,30,0.4,0,0,0,3.7,0.0000,0.0000
1998,1,1,23,0,0.5,0,0,0,4,0.0000,0.0000
1998,1,1,23,30,0.4,0,0,0,4.2,0.0000,0.0000
1998,1,2,0,0,0.4,0,0,0,4.4,0.0000,0.0000
1998,1,2,0,30,0.2,0,0,0,4.4,0.0000,0.0000
1998,1,2,1,0,0.1,0,0,0,4.4,0.0000,0.0000
1998,1,2,1,30,0,0,0,0,4.4,0.0000,0.0000
1998,1,2,2,0,-0.1,0,0,0,4.4,0.0000,0.0000
1998,1,2,2,30,-0.2,0,0,0,4.5,0.0000,0.0000
