Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,700696,-,-,-,41.73,-96.86,-6,437,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2021,1,1,0,0,-7.7,0,0,0,1.4000000000000001,0.0000,0.0000
2021,1,1,0,30,-7.6000000000000005,0,0,0,1.2000000000000002,0.0000,0.0000
2021,1,1,1,0,-7.4,0,0,0,1,0.0000,0.0000
2021,1,1,1,30,-7.300000000000001,0,0,0,0.9,0.0000,0.0000
2021,1,1,2,0,-7.1000000000000005,0,0,0,0.7000000000000001,0.0000,0.0000
2021,1,1,2,30,-7,0,0,0,0.7000000000000001,0.0000,0.0000
2021,1,1,3,0,-6.9,0,0,0,0.6000000000000001,0.0000,0.0000
2021,1,1,3,30,-6.9,0,0,0,0.8,0.0000,0.0000
2021,1,1,4,0,-6.800000000000001,0,0,0,1,0.0000,0.0000
2021,1,1,4,30,-6.7,0,0,0,1.2000000000000002,0.0000,0.0000
2021,1,1,5,0,-6.6000000000000005,0,0,0,1.3,0.0000,0.0000
2021,1,1,5,30,-6.5,0,0,0,1.5,0.0000,0.0000
2021,1,1,6,0,-6.4,0,0,0,1.8,0.0000,0.0000
2021,1,1,6,30,-6.300000000000001,0,0,0,2,0.0000,0.0000
2021,1,1,7,0,-6.1000000000000005,0,0,0,2.3000000000000003,0.0000,0.0000
2021,1,1,7,30,-5.9,0,0,0,2.4000000000000004,0.0000,0.0000
2021,1,1,8,0,-5.800000000000001,4,0,4,2.5,0.0000,0.0000
2021,1,1,8,30,-5.300000000000001,24,0,24,2.4000000000000004,0.0000,0.0000
2021,1,1,9,0,-4.800000000000001,71,5,72,2.4000000000000004,0.0000,0.0000
2021,1,1,9,30,-4.3,126,19,130,2.3000000000000003,6.2580,4.7917
2021,1,1,10,0,-3.8000000000000003,176,55,192,2.2,9.5197,7.3351
2021,1,1,10,30,-3.2,213,130,257,2.1,13.1048,10.1425
2021,1,1,11,0,-2.6,234,196,307,2,15.9944,12.4148
2021,1,1,11,30,-2,233,279,346,2.1,18.2933,14.2247
2021,1,1,12,0,-1.3,213,397,381,2.2,20.3175,15.8141
2021,1,1,12,30,-0.9,219,405,393,2.3000000000000003,21.0206,16.3669
2021,1,1,13,0,-0.5,195,457,388,2.4000000000000004,20.7015,16.1140
2021,1,1,13,30,-0.1,208,384,364,2.6,19.2644,14.9816
2021,1,1,14,0,0.2,191,386,337,2.8000000000000003,17.5852,13.6523
2021,1,1,14,30,0.30000000000000004,156,412,296,2.8000000000000003,15.1262,11.7106
2021,1,1,15,0,0.4,76,678,272,2.8000000000000003,13.5238,10.4255
2021,1,1,15,30,-0.4,51,725,218,2.4000000000000004,10.5191,8.0595
2021,1,1,16,0,-1.1,41,627,144,2.1,0.0000,0.0000
2021,1,1,16,30,-2,33,228,54,2.1,0.0000,0.0000
2021,1,1,17,0,-2.9000000000000004,6,0,6,2.2,0.0000,0.0000
2021,1,1,17,30,-3.2,0,0,0,2.3000000000000003,0.0000,0.0000
2021,1,1,18,0,-3.5,0,0,0,2.4000000000000004,0.0000,0.0000
2021,1,1,18,30,-3.9000000000000004,0,0,0,2.4000000000000004,0.0000,0.0000
2021,1,1,19,0,-4.3,0,0,0,2.4000000000000004,0.0000,0.0000
2021,1,1,19,30,-4.7,0,0,0,2.3000000000000003,0.0000,0.0000
2021,1,1,20,0,-5.2,0,0,0,2.2,0.0000,0.0000
2021,1,1,20,30,-5.6000000000000005,0,0,0,2.1,0.0000,0.0000
2021,1,1,21,0,-6,0,0,0,2,0.0000,0.0000
2021,1,1,21,30,-6.1000000000000005,0,0,0,2,0.0000,0.0000
2021,1,1,22,0,-6.300000000000001,0,0,0,1.9000000000000001,0.0000,0.0000
2021,1,1,22,30,-6.2,0,0,0,2,0.0000,0.0000
2021,1,1,23,0,-6.1000000000000005,0,0,0,2,0.0000,0.0000
2021,1,1,23,30,-5.9,0,0,0,2.1,0.0000,0.0000
2021,1,2,0,0,-5.800000000000001,0,0,0,2.2,0.0000,0.0000
2021,1,2,0,30,-5.6000000000000005,0,0,0,2,0.0000,0.0000
2021,1,2,1,0,-5.5,0,0,0,1.9000000000000001,0.0000,0.0000
2021,1,2,1,30,-5.5,0,0,0,1.8,0.0000,0.0000
2021,1,2,2,0,-5.5,0,0,0,1.7000000000000002,0.0000,0.0000
2021,1,2,2,30,-5.6000000000000005,0,0,0,1.7000000000000002,0.0000,0.0000
2021,1,2,3,0,-5.6000000000000005,0,0,0,1.7000000000000002,0.0000,0.0000
2021,1,2,3,30,-5.6000000000000005,0,0,0,1.7000000000000002,0.0000,0.0000
2021,1,2,4,0,-5.6000000000000005,0,0,0,1.7000000000000002,0.0000,0.0000
2021,1,2,4,30,-5.6000000000000005,0,0,0,1.6,0.0000,0.0000
2021,1,2,5,0,-5.5,0,0,0,1.6,0.0000,0.0000
2021,1,2,5,30,-5.5,0,0,0,1.5,0.0000,0.0000
2021,1,2,6,0,-5.5,0,0,0,1.5,0.0000,0.0000
2021,1,2,6,30,-5.5,0,0,0,1.5,0.0000,0.0000
2021,1,2,7,0,-5.5,0,0,0,1.4000000000000001,0.0000,0.0000
2021,1,2,7,30,-5.4,0,0,0,1.4000000000000001,0.0000,0.0000
2021,1,2,8,0,-5.300000000000001,9,117,10,1.4000000000000001,0.0000,0.0000
2021,1,2,8,30,-4.5,28,470,67,1.5,0.0000,0.0000
2021,1,2,9,0,-3.7,39,643,141,1.5,0.0000,0.0000
2021,1,2,9,30,-2.8000000000000003,48,746,216,1.5,10.3994,7.9630
2021,1,2,10,0,-1.9000000000000001,54,810,285,1.6,14.1347,10.8917
2021,1,2,10,30,-1,60,853,346,1.7000000000000002,17.6494,13.6606
2021,1,2,11,0,0,62,885,395,1.8,20.5877,15.9810
2021,1,2,11,30,0.7000000000000001,66,904,432,1.8,22.8527,17.7711
2021,1,2,12,0,1.4000000000000001,68,914,455,1.8,24.2780,18.8981
2021,1,2,12,30,2,68,918,463,1.8,24.7809,19.2961
2021,1,2,13,0,2.5,67,915,456,1.8,24.3475,18.9536
2021,1,2,13,30,2.7,66,905,435,1.8,23.0416,17.9208
