Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,700696,-,-,-,41.73,-96.86,-6,437,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2015,1,1,0,0,-12.4,0,0,0,3.6,0.0000,0.0000
2015,1,1,0,30,-12.5,0,0,0,3.6,0.0000,0.0000
2015,1,1,1,0,-12.600000000000001,0,0,0,3.6,0.0000,0.0000
2015,1,1,1,30,-12.600000000000001,0,0,0,3.6,0.0000,0.0000
2015,1,1,2,0,-12.700000000000001,0,0,0,3.6,0.0000,0.0000
2015,1,1,2,30,-12.700000000000001,0,0,0,3.6,0.0000,0.0000
2015,1,1,3,0,-12.700000000000001,0,0,0,3.7,0.0000,0.0000
2015,1,1,3,30,-12.700000000000001,0,0,0,3.8000000000000003,0.0000,0.0000
2015,1,1,4,0,-12.700000000000001,0,0,0,3.9000000000000004,0.0000,0.0000
2015,1,1,4,30,-12.700000000000001,0,0,0,4,0.0000,0.0000
2015,1,1,5,0,-12.700000000000001,0,0,0,4,0.0000,0.0000
2015,1,1,5,30,-12.700000000000001,0,0,0,3.9000000000000004,0.0000,0.0000
2015,1,1,6,0,-12.8,0,0,0,3.9000000000000004,0.0000,0.0000
2015,1,1,6,30,-12.700000000000001,0,0,0,3.9000000000000004,0.0000,0.0000
2015,1,1,7,0,-12.700000000000001,0,0,0,3.9000000000000004,0.0000,0.0000
2015,1,1,7,30,-12.3,0,0,0,4.1000000000000005,0.0000,0.0000
