Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,700696,-,-,-,41.73,-96.86,-6,437,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2007,1,1,0,0,-6.7,0,0,0,6.7,0.0000,0.0000
2007,1,1,0,30,-7.1000000000000005,0,0,0,6.5,0.0000,0.0000
2007,1,1,1,0,-7.4,0,0,0,6.300000000000001,0.0000,0.0000
2007,1,1,1,30,-7.800000000000001,0,0,0,6.2,0.0000,0.0000
2007,1,1,2,0,-8.1,0,0,0,6.1000000000000005,0.0000,0.0000
2007,1,1,2,30,-8.5,0,0,0,6,0.0000,0.0000
2007,1,1,3,0,-9,0,0,0,5.800000000000001,0.0000,0.0000
2007,1,1,3,30,-9.4,0,0,0,5.6000000000000005,0.0000,0.0000
2007,1,1,4,0,-9.9,0,0,0,5.300000000000001,0.0000,0.0000
2007,1,1,4,30,-10.3,0,0,0,5.1000000000000005,0.0000,0.0000
2007,1,1,5,0,-10.8,0,0,0,4.800000000000001,0.0000,0.0000
2007,1,1,5,30,-11.200000000000001,0,0,0,4.6000000000000005,0.0000,0.0000
2007,1,1,6,0,-11.600000000000001,0,0,0,4.4,0.0000,0.0000
2007,1,1,6,30,-12,0,0,0,4.3,0.0000,0.0000
2007,1,1,7,0,-12.4,0,0,0,4.1000000000000005,0.0000,0.0000
2007,1,1,7,30,-12.3,0,0,0,4,0.0000,0.0000
2007,1,1,8,0,-12.100000000000001,0,0,0,4,0.0000,0.0000
2007,1,1,8,30,-10.8,35,0,35,4,0.0000,0.0000
2007,1,1,9,0,-9.4,91,4,92,4.1000000000000005,0.0000,0.0000
2007,1,1,9,30,-8,97,1,97,4,4.6691,3.5751
2007,1,1,10,0,-6.7,169,33,179,3.9000000000000004,8.8735,6.8370
2007,1,1,10,30,-5.5,56,897,356,3.5,18.1480,14.0452
2007,1,1,11,0,-4.4,181,1,181,3.2,9.4267,7.3167
2007,1,1,11,30,-3.5,230,3,232,3,12.2613,9.5338
2007,1,1,12,0,-2.5,263,132,319,2.8000000000000003,17.0049,13.2353
2007,1,1,12,30,-1.9000000000000001,313,37,329,2.6,17.5884,13.6938
2007,1,1,13,0,-1.2000000000000002,283,85,318,2.5,16.9579,13.1992
2007,1,1,13,30,-1,273,129,325,2.3000000000000003,17.1911,13.3683
2007,1,1,14,0,-0.7000000000000001,250,97,287,2,14.9661,11.6181
2007,1,1,14,30,-0.8,222,99,256,1.7000000000000002,13.0727,10.1198
2007,1,1,15,0,-0.9,182,66,201,1.4000000000000001,9.9853,7.6966
2007,1,1,15,30,-1.7000000000000002,100,1,100,1.2000000000000002,4.8222,3.6940
2007,1,1,16,0,-2.4000000000000004,40,670,149,0.9,0.0000,0.0000
2007,1,1,16,30,-3.3000000000000003,33,1,33,1,0.0000,0.0000
2007,1,1,17,0,-4.2,0,0,0,1.2000000000000002,0.0000,0.0000
2007,1,1,17,30,-4.800000000000001,0,0,0,1.3,0.0000,0.0000
2007,1,1,18,0,-5.300000000000001,0,0,0,1.4000000000000001,0.0000,0.0000
2007,1,1,18,30,-5.800000000000001,0,0,0,1.6,0.0000,0.0000
2007,1,1,19,0,-6.300000000000001,0,0,0,1.7000000000000002,0.0000,0.0000
2007,1,1,19,30,-6.800000000000001,0,0,0,1.9000000000000001,0.0000,0.0000
2007,1,1,20,0,-7.300000000000001,0,0,0,2.1,0.0000,0.0000
2007,1,1,20,30,-7.6000000000000005,0,0,0,2.4000000000000004,0.0000,0.0000
2007,1,1,21,0,-7.9,0,0,0,2.6,0.0000,0.0000
2007,1,1,21,30,-8.200000000000001,0,0,0,2.7,0.0000,0.0000
2007,1,1,22,0,-8.4,0,0,0,2.8000000000000003,0.0000,0.0000
2007,1,1,22,30,-8.700000000000001,0,0,0,2.9000000000000004,0.0000,0.0000
2007,1,1,23,0,-9,0,0,0,3,0.0000,0.0000
2007,1,1,23,30,-9.3,0,0,0,3.2,0.0000,0.0000
2007,1,2,0,0,-9.600000000000001,0,0,0,3.3000000000000003,0.0000,0.0000
2007,1,2,0,30,-9.700000000000001,0,0,0,3.4000000000000004,0.0000,0.0000
2007,1,2,1,0,-9.8,0,0,0,3.6,0.0000,0.0000
2007,1,2,1,30,-9.700000000000001,0,0,0,3.6,0.0000,0.0000
2007,1,2,2,0,-9.600000000000001,0,0,0,3.7,0.0000,0.0000
2007,1,2,2,30,-9.3,0,0,0,3.8000000000000003,0.0000,0.0000
2007,1,2,3,0,-9,0,0,0,3.9000000000000004,0.0000,0.0000
2007,1,2,3,30,-8.700000000000001,0,0,0,3.9000000000000004,0.0000,0.0000
2007,1,2,4,0,-8.4,0,0,0,3.9000000000000004,0.0000,0.0000
2007,1,2,4,30,-8.200000000000001,0,0,0,3.8000000000000003,0.0000,0.0000
2007,1,2,5,0,-8,0,0,0,3.8000000000000003,0.0000,0.0000
2007,1,2,5,30,-8,0,0,0,3.7,0.0000,0.0000
2007,1,2,6,0,-8,0,0,0,3.6,0.0000,0.0000
